"Accepted Symbol","Synonym Symbol","Scientific Name","Family","Duration","Growth Habit","Native Status"
"CAAT8","","Carex atrosquama","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CAAU3","","Carex aurea","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CABA3","","Carex backii","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CABE2","","Carex bebbii","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)SPM(N)"
"CABE3","","Carex bella","Cyperaceae","Perennial","Graminoid","L48(N)"
"CABI5","","Carex bigelowii","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)"
"CABR10","","Carex brevior","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CABR15","","Carex brunnescens","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"CABRS","","Carex brunnescens ssp. sphaerostachya","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)SPM(N)"
"CABU6","","Carex buxbaumii","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"CACA11","","Carex canescens","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"CACAC6","","Carex canescens ssp. canescens","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"CACA12","","Carex capillaris","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"CACA13","","Carex capitata","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)"
"CACAA2","","Carex capitata ssp. arctogena","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CACO10","","Carex concinna","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CACR3","","Carex crawei","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CADE9","","Carex deweyana","Cyperaceae","Perennial","Graminoid","L48(N)AK(I?)CAN(N)"
"CADED4","","Carex deweyana var. deweyana","Cyperaceae","Perennial","Graminoid","L48(N)AK(I?)CAN(N)"
"CADI4","","Carex diandra","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)SPM(N)"
"CADI6","","Carex disperma","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"CADO2","","Carex douglasii","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CADU6","","Carex duriuscula","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CAEB","","Carex ebenea","Cyperaceae","Perennial","Graminoid","L48(N)"
"CAEC","","Carex echinata","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)HI(N)CAN(N)SPM(N)"
"CAECE","","Carex echinata ssp. echinata","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)HI(N)CAN(N)SPM(N)"
"CAEG","","Carex egglestonii","Cyperaceae","Perennial","Graminoid","L48(N)"
"CAEL3","","Carex elynoides","Cyperaceae","Perennial","Graminoid","L48(N)"
"CAEM2","","Carex emoryi","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CAEN3","","Carex engelmannii","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CAEX5","","Carex exsiccata","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CAFI","","Carex filifolia","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CAGE","","Carex geophila","Cyperaceae","Perennial","Graminoid","L48(N)"
"CAGE2","","Carex geyeri","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CAGR4","","Carex gravida","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CAGRG2","","Carex gravida var. gravida","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CAGRL","","Carex gravida var. lunelliana","Cyperaceae","Perennial","Graminoid","L48(N)"
"CAGY2","","Carex gynocrates","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"CAHA3","","Carex hallii","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CAHA6","","Carex haydeniana","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CAHE8","","Carex heteroneura","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)GL(N)"
"CAHEB","","Carex heteroneura var. brevisquama","Cyperaceae","Perennial","Graminoid","L48(N)"
"CAHEC","","Carex heteroneura var. chalciolepis","Cyperaceae","Perennial","Graminoid","L48(N)"
"CAHEE","","Carex heteroneura var. epapillosa","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CAHO5","","Carex hoodii","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CAHY4","","Carex hystericina","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CAIL","","Carex illota","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CAIN8","","Carex incurviformis","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CAIND","","Carex incurviformis var. danaensis","Cyperaceae","Perennial","Graminoid","L48(N)"
"CAIN7","","Carex infirminervia","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CAIN9","","Carex inops","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CAINH2","","Carex inops ssp. heliophila","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CAIN11","","Carex interior","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)SPM(N)"
"CAJO","","Carex jonesii","Cyperaceae","Perennial","Graminoid","L48(N)"
"CALA10","","Carex lachenalii","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)"
"CALA13","","Carex laeviculmis","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CALA11","","Carex lasiocarpa","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)SPM(N)"
"CALAA","","Carex lasiocarpa var. americana","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)SPM(N)"
"CALE8","","Carex lenticularis","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)SPM(N)"
"CALEL3","","Carex lenticularis var. lipocarpa","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CALE10","","Carex leptalea","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)SPM(N)"
"CALEL4","","Carex leptalea ssp. leptalea","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)SPM(N)"
"CALE24","","Carex leptopoda","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CALI7","","Carex limosa","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)SPM(N)"
"CALI","","Carex livida","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)SPM(N)"
"CALIR","","Carex livida var. radicaulis","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)"
"CAMA12","","Carex magellanica","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"CAMAI2","","Carex magellanica ssp. irrigua","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"CAMI6","","Carex microglochin","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)"
"CAMI7","","Carex microptera","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CAMI10","","Carex misandra","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)"
"CAMO11","","Carex molesta","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CANA2","","Carex nardina","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)"
"CANAH","","Carex nardina var. hepburnii","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)"
"CANE2","","Carex nebrascensis","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CANE3","","Carex nelsonii","Cyperaceae","Perennial","Graminoid","L48(N)"
"CANE6","","Carex neurophora","Cyperaceae","Perennial","Graminoid","L48(N)"
"CANI2","","Carex nigricans","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CANO2","","Carex norvegica","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)"
"CANOS","","Carex norvegica ssp. stevenii","Cyperaceae","Perennial","Graminoid","L48(N)"
"CANO3","","Carex nova","Cyperaceae","Perennial","Graminoid","L48(N)"
"CAOB4","","Carex obtusata","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CAOC2","","Carex occidentalis","Cyperaceae","Perennial","Graminoid","L48(N)"
"CAOR","","Carex oreocharis","Cyperaceae","Perennial","Graminoid","L48(N)"
"CAPA14","","Carex pachystachya","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CAPA18","","Carex parryana","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CAPAP3","","Carex parryana var. parryana","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CAPE11","","Carex peckii","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CAPE42","","Carex pellita","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)SPM(N)"
"CAPE5","","Carex pelocarpa","Cyperaceae","Perennial","Graminoid","L48(N)"
"CAPE12","","Carex perglobosa","Cyperaceae","Perennial","Graminoid","L48(N)"
"CAPE7","","Carex petasata","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CAPH2","","Carex phaeocephala","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CAPI7","","Carex pityophila","Cyperaceae","Perennial","Graminoid","L48(N)"
"CAPR22","","Carex praeceptorum","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CAPR5","","Carex praegracilis","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CAPR7","","Carex praticola","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)"
"CAPY3","","Carex pyrenaica","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CAPYP","","Carex pyrenaica ssp. pyrenaica","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)"
"CARA6","","Carex raynoldsii","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CARE4","","Carex retrorsa","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CARO5","","Carex rossii","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CARU3","","Carex rupestris","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)"
"CARUD","","Carex rupestris var. drummondiana","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CASA8","","Carex sartwellii","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CASAS5","","Carex sartwellii var. sartwellii","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CASA10","","Carex saxatilis","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"CASA9","","Carex saximontana","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CASC10","","Carex scirpoidea","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"CASCP3","","Carex scirpoidea ssp. pseudoscirpoidea","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CASCS8","","Carex scirpoidea ssp. scirpoidea","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"CASC11","","Carex scoparia","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)SPM(N)"
"CASCS","","Carex scoparia var. scoparia","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)SPM(N)"
"CASC12","","Carex scopulorum","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CASCB","","Carex scopulorum var. bracteosa","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CASCS2","","Carex scopulorum var. scopulorum","Cyperaceae","Perennial","Graminoid","L48(N)"
"CASI12","","Carex siccata","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CASI2","","Carex simulata","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CASP7","","Carex sprengelii","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CAST4","","Carex stenoptila","Cyperaceae","Perennial","Graminoid","L48(N)"
"CAST5","","Carex stipata","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)SPM(N)"
"CASTS3","","Carex stipata var. stipata","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)SPM(N)"
"CASU6","","Carex subfusca","Cyperaceae","Perennial","Graminoid","L48(N)HI(N)"
"CASY","","Carex sychnocephala","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CATA","","Carex tahoensis","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CATE3","","Carex tenera","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CATE5","","Carex tenuiflora","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"CATO3","","Carex torreyi","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CAUT","","Carex utriculata","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)SPM(N)"
"CAVA3","","Carex vallicola","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CAVAV","","Carex vallicola var. vallicola","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)"
"CAVE5","","Carex vernacula","Cyperaceae","Perennial","Graminoid","L48(N)"
"CAVI5","","Carex viridula","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(NI)GL(N)SPM(NI)"
"CAVIV","","Carex viridula ssp. viridula","Cyperaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"CAVU2","","Carex vulpinoidea","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)SPM(N)"
"CAVUV","","Carex vulpinoidea var. vulpinoidea","Cyperaceae","Perennial","Graminoid","L48(N)CAN(N)SPM(N)"
"CARTH","","Carthamus","Asteraceae","","","L48(I)CAN(I)"
"CATI","","Carthamus tinctorius","Asteraceae","Annual","Forb/herb","L48(I)CAN(I)"
"CARUM","","Carum","Apiaceae","","","L48(I)CAN(I)GL(I)SPM(I)"
"CACA19","","Carum carvi","Apiaceae","Biennial, Perennial","Forb/herb","L48(I)CAN(I)GL(I)SPM(I)"
"CARYO3","","Caryopteris","Verbenaceae","","","L48(I)"
"CACL7","","Caryopteris ×clandonensis","Verbenaceae","Perennial","Shrub","L48(I)"
"CASTI2","","Castilleja","Scrophulariaceae","","","L48(N)CAN(N)"
"CAAN7","","Castilleja angustifolia","Scrophulariaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"CAAND","","Castilleja angustifolia var. dubia","Scrophulariaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"CAFL7","","Castilleja flava","Scrophulariaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"CAFLF3","","Castilleja flava var. flava","Scrophulariaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"CAHA16","","Castilleja haydenii","Scrophulariaceae","Perennial","Forb/herb","L48(N)"
"CAIN14","","Castilleja integra","Scrophulariaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"CAINI5","","Castilleja integra var. integra","Scrophulariaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"CALI4","","Castilleja linariifolia","Scrophulariaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"CALI5","","Castilleja lineata","Scrophulariaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"CAMI12","","Castilleja miniata","Scrophulariaceae","Perennial","Subshrub, Forb/herb","L48(N)AK(N)CAN(N)"
"CAMIM5","","Castilleja miniata ssp. miniata","Scrophulariaceae","Perennial","Forb/herb, Subshrub","L48(N)AK(N)CAN(N)"
"CAMI13","","Castilleja minor","Scrophulariaceae","Annual, Perennial","Forb/herb","L48(N)CAN(N)"
"CAMIM6","","Castilleja minor ssp. minor","Scrophulariaceae","Annual, Perennial","Forb/herb","L48(N)CAN(N)"
"CAOC4","","Castilleja occidentalis","Scrophulariaceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"CAPU19","","Castilleja puberula","Scrophulariaceae","Perennial","Forb/herb","L48(N)"
"CARH4","","Castilleja rhexiifolia","Scrophulariaceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"CASC19","","Castilleja scabrida","Scrophulariaceae","Perennial","Forb/herb","L48(N)"
"CASCS4","","Castilleja scabrida var. scabrida","Scrophulariaceae","Perennial","Forb/herb","L48(N)"
"CASE5","","Castilleja sessiliflora","Scrophulariaceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"CASU12","","Castilleja sulphurea","Scrophulariaceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"CATAB","","Catabrosa","Poaceae","","","L48(N)CAN(N)GL(N)SPM(N)"
"CAAQ3","","Catabrosa aquatica","Poaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"CAAQA6","","Catabrosa aquatica var. aquatica","Poaceae","Perennial","Graminoid","L48(N)AK(N)"
"CATAL","","Catalpa","Bignoniaceae","","","L48(I,N)CAN(I)"
"CASP8","","Catalpa speciosa","Bignoniaceae","Perennial","Tree","L48(N)CAN(I)"
"CAULA","","Caulanthus","Brassicaceae","","","L48(N)"
"CACR11","","Caulanthus crassicaulis","Brassicaceae","Biennial, Perennial","Forb/herb","L48(N)"
"CACRC","","Caulanthus crassicaulis var. crassicaulis","Brassicaceae","Biennial, Perennial","Forb/herb","L48(N)"
"CEANO","","Ceanothus","Rhamnaceae","","","L48(N)CAN(N)"
"CEFE","","Ceanothus fendleri","Rhamnaceae","Perennial","Shrub","L48(N)"
"CEHE","","Ceanothus herbaceus","Rhamnaceae","Perennial","Shrub","L48(N)CAN(N)"
"CEMA2","","Ceanothus martinii","Rhamnaceae","Perennial","Shrub","L48(N)"
"CEVE","","Ceanothus velutinus","Rhamnaceae","Perennial","Tree, Shrub","L48(N)CAN(N)"
"CEVEV4","","Ceanothus velutinus var. velutinus","Rhamnaceae","Perennial","Tree, Shrub","L48(N)CAN(N)"
"CELTI","","Celtis","Ulmaceae","","","L48(I,N)CAN(N)"
"CELA","","Celtis laevigata","Ulmaceae","Perennial","Tree, Shrub","L48(N)"
"CELAR","","Celtis laevigata var. reticulata","Ulmaceae","Perennial","Tree, Shrub","L48(N)"
"CEOC","","Celtis occidentalis","Ulmaceae","Perennial","Tree, Shrub","L48(N)CAN(N)"
"CENCH","","Cenchrus","Poaceae","","","L48(I,N)CAN(N)"
"CELO3","","Cenchrus longispinus","Poaceae","Annual","Graminoid","L48(N)CAN(N)"
"CENTA","","Centaurea","Asteraceae","","","L48(I,N)CAN(I)GL(I)SPM(I)"
"CECY2","","Centaurea cyanus","Asteraceae","Annual","Forb/herb","L48(I)HI(I)CAN(I)GL(I)"
"CEDI3","","Centaurea diffusa","Asteraceae","Annual, Perennial","Forb/herb","L48(I)CAN(I)"
"CEER","","Centaurea eriophora","Asteraceae","Annual","Forb/herb","L48(I)"
"CESO3","","Centaurea solstitialis","Asteraceae","Annual","Forb/herb","L48(I)CAN(I)"
"CEST8","","Centaurea stoebe","Asteraceae","Biennial, Perennial","Forb/herb","L48(I)HI(I)CAN(I)"
"CESTM","","Centaurea stoebe ssp. micranthos","Asteraceae","Perennial, Biennial","Forb/herb","L48(I)HI(I)CAN(I)"
"CENTA2","","Centaurium","Gentianaceae","","","L48(I,N)CAN(I,N)"
"CEAR12","","Centaurium arizonicum","Gentianaceae","Annual, Biennial","Forb/herb","L48(N)"
"CEEX","","Centaurium exaltatum","Gentianaceae","Annual","Forb/herb","L48(N)CAN(N)"
"CEPU3","","Centaurium pulchellum","Gentianaceae","Annual","Forb/herb","L48(I)CAN(I)"
"CERAS","","Cerastium","Caryophyllaceae","","","L48(I,N)CAN(I,N)SPM(I,N)"
"CEAR4","","Cerastium arvense","Caryophyllaceae","Perennial","Forb/herb","L48(I,N)AK(N)CAN(NI)GL(N)SPM(N)"
"CEARS2","","Cerastium arvense ssp. strictum","Caryophyllaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"CEBE2","","Cerastium beeringianum","Caryophyllaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"CEBEE","","Cerastium beeringianum ssp. earlei","Caryophyllaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"CEBR3","","Cerastium brachypodum","Caryophyllaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"CEFO2","","Cerastium fontanum","Caryophyllaceae","Biennial, Perennial","Forb/herb","L48(I)AK(I)HI(I)CAN(I)GL(I?)SPM(I)"
"CEFOV2","","Cerastium fontanum ssp. vulgare","Caryophyllaceae","Biennial, Perennial","Forb/herb","L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I)"
"CERAT3","","Ceratocephala","Ranunculaceae","","","L48(I)CAN(I)"
"CETE5","","Ceratocephala testiculata","Ranunculaceae","Annual","Forb/herb","L48(I)CAN(I)"
"CERAT","","Ceratophyllum","Ceratophyllaceae","","","L48(N)CAN(N)"
"CEDE4","","Ceratophyllum demersum","Ceratophyllaceae","Perennial","Forb/herb","L48(N)AK(N)HI(I)PR(N)VI(N)CAN(N)"
"CERCO","","Cercocarpus","Rosaceae","","","L48(N)"
"CEIN7","","Cercocarpus intricatus","Rosaceae","Perennial","Shrub","L48(N)"
"CELE3","","Cercocarpus ledifolius","Rosaceae","Perennial","Tree, Shrub","L48(N)"
"CELEI","","Cercocarpus ledifolius var. intercedens","Rosaceae","Perennial","Tree, Shrub","L48(N)"
"CELEL","","Cercocarpus ledifolius var. ledifolius","Rosaceae","Perennial","Shrub, Tree","L48(N)"
"CEMO2","","Cercocarpus montanus","Rosaceae","Perennial","Tree, Shrub","L48(N)"
"CEMOA","","Cercocarpus montanus var. argenteus","Rosaceae","Perennial","Tree, Shrub","L48(N)"
"CEMOM4","","Cercocarpus montanus var. montanus","Rosaceae","Perennial","Shrub, Tree","L48(N)"
"CHAEN","","Chaenactis","Asteraceae","","","L48(N)CAN(N)"
"CHDO","","Chaenactis douglasii","Asteraceae","Biennial, Perennial","Forb/herb","L48(N)CAN(N)"
"CHDOA2","","Chaenactis douglasii var. alpina","Asteraceae","Biennial, Perennial","Forb/herb","L48(N)"
"CHDOD","","Chaenactis douglasii var. douglasii","Asteraceae","Perennial, Biennial","Forb/herb","L48(N)CAN(N)"
"CHST","","Chaenactis stevioides","Asteraceae","Annual","Forb/herb","L48(N)"
"CHAEN7","","Chaenorhinum","Scrophulariaceae","","","L48(I)CAN(I)"
"CHMI","","Chaenorhinum minus","Scrophulariaceae","Annual","Forb/herb","L48(I)CAN(I)"
"CHAET2","","Chaetopappa","Asteraceae","","","L48(N)"
"CHER2","","Chaetopappa ericoides","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"CHAMA3","","Chamaechaenactis","Asteraceae","","","L48(N)"
"CHSC","","Chamaechaenactis scaposa","Asteraceae","Perennial","Forb/herb","L48(N)"
"CHSCS","","Chamaechaenactis scaposa var. scaposa","Asteraceae","Perennial","Forb/herb","L48(N)"
"CHAMA7","","Chamaerhodos","Rosaceae","","","L48(N)CAN(N)"
"CHER","","Chamaerhodos erecta","Rosaceae","Biennial, Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"CHERN","","Chamaerhodos erecta ssp. nuttallii","Rosaceae","Biennial, Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"CHAMA8","","Chamaesaracha","Solanaceae","","","L48(N)"
"CHCO","","Chamaesaracha coniodes","Solanaceae","Perennial","Forb/herb","L48(N)"
"CHCO2","","Chamaesaracha coronopus","Solanaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"CHAMA15","","Chamaesyce","Euphorbiaceae","","","L48(N)CAN(I,N)"
"CHFE3","","Chamaesyce fendleri","Euphorbiaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"CHGE2","","Chamaesyce geyeri","Euphorbiaceae","Annual","Forb/herb","L48(N)CAN(N)"
"CHGEG","","Chamaesyce geyeri var. geyeri","Euphorbiaceae","Annual","Forb/herb","L48(N)CAN(N)"
"CHGL13","","Chamaesyce glyptosperma","Euphorbiaceae","Annual","Forb/herb","L48(N)CAN(N)"
"CHLA10","","Chamaesyce lata","Euphorbiaceae","Perennial","Forb/herb","L48(N)"
"CHMA15","","Chamaesyce maculata","Euphorbiaceae","Annual","Forb/herb","L48(N)HI(I)CAN(I)"
"CHMI8","","Chamaesyce missurica","Euphorbiaceae","Annual","Forb/herb","L48(N)"
"CHPA28","","Chamaesyce parryi","Euphorbiaceae","Annual","Forb/herb","L48(N)"
"CHPR6","","Chamaesyce prostrata","Euphorbiaceae","Annual, Perennial","Forb/herb","L48(N)HI(I)PR(N)VI(N)"
"CHRE4","","Chamaesyce revoluta","Euphorbiaceae","Annual","Forb/herb","L48(N)"
"CHSE4","","Chamaesyce serpens","Euphorbiaceae","Annual, Perennial","Forb/herb","L48(N)HI(I)PR(N)VI(N)CAN(I)"
"CHSE6","","Chamaesyce serpyllifolia","Euphorbiaceae","Annual","Forb/herb","L48(N)CAN(N)"
"CHSES","","Chamaesyce serpyllifolia ssp. serpyllifolia","Euphorbiaceae","Annual","Forb/herb","L48(N)CAN(N)"
"CHST8","","Chamaesyce stictospora","Euphorbiaceae","Annual","Forb/herb","L48(N)"
