"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Common Name","Family"
"ALTR7","ALPLA","ALPLA","Alisma plantago-aquatica var. americanum","",""
"ALTR7","ALPLB","ALPLB","Alisma plantago-aquatica ssp. brevipes","",""
"ALTR7","ALPLB2","ALPLB2","Alisma plantago-aquatica var. brevipes","",""
"ALLIA","","ALLIA","Alliaria","alliaria","Brassicaceae"
"ALPE4","","ALPE4","Alliaria petiolata","garlic mustard","Brassicaceae"
"ALPE4","ALAL8","ALAL8","Alliaria alliaria","",""
"ALPE4","ALOF3","ALOF3","Alliaria officinalis","",""
"ALPE4","ERAL14","ERAL14","Erysimum alliaria","",""
"ALPE4","SIAL11","SIAL11","Sisymbrium alliaria","",""
"ALLIO","","ALLIO","Allionia","windmills","Nyctaginaceae"
"ALCH","","ALCH","Allionia choisyi","annual windmills","Nyctaginaceae"
"ALIN","","ALIN","Allionia incarnata","trailing windmills","Nyctaginaceae"
"ALINI","","ALINI","Allionia incarnata var. incarnata","trailing windmills","Nyctaginaceae"
"ALINI","ALCR2","ALCR2","Allionia cristata","",""
"ALINI","WECR","WECR","Wedelia cristata","",""
"ALLIU","","ALLIU","Allium","onion","Liliaceae"
"ALAC4","","ALAC4","Allium acuminatum","tapertip onion","Liliaceae"
"ALAC4","ALACC","ALACC","Allium acuminatum var. cuspidatum","",""
"ALBR","","ALBR","Allium brandegeei","Brandegee's onion","Liliaceae"
"ALBR","ALDI8","ALDI8","Allium diehlii","",""
"ALBR","ALMI4","ALMI4","Allium minimum","",""
"ALBR","ALTRD","ALTRD","Allium tribracteatum var. diehlii","",""
"ALBR2","","ALBR2","Allium brevistylum","shortstyle onion","Liliaceae"
"ALCE2","","ALCE2","Allium cernuum","nodding onion","Liliaceae"
"ALCEC2","","ALCEC2","Allium cernuum var. cernuum","nodding onion","Liliaceae"
"ALCEO","","ALCEO","Allium cernuum var. obtusum","nodding onion","Liliaceae"
"ALCEO","ALNA","ALNA","Allium natans","",""
"ALCEO","ALRE4","ALRE4","Allium recurvatum","",""
"ALGE","","ALGE","Allium geyeri","Geyer's onion","Liliaceae"
"ALGEG","","ALGEG","Allium geyeri var. geyeri","Geyer's onion","Liliaceae"
"ALGEG","ALDI5","ALDI5","Allium dictyotum","",""
"ALGET","","ALGET","Allium geyeri var. tenerum","bulbil onion","Liliaceae"
"ALGET","ALAR7","ALAR7","Allium arenicola","",""
"ALGET","ALFI6","ALFI6","Allium fibrosum","",""
"ALGET","ALGEG3","ALGEG3","Allium geyeri var. graniferum","",""
"ALGET","ALGET2","ALGET2","Allium geyeri ssp. tenerum","",""
"ALGET","ALRU5","ALRU5","Allium rubrum","",""
"ALGET","ALRY","ALRY","Allium rydbergii","",""
"ALGET","ALSA5","ALSA5","Allium sabulicola","",""
"ALMA4","","ALMA4","Allium macropetalum","largeflower onion","Liliaceae"
"ALNE","","ALNE","Allium nevadense","Nevada onion","Liliaceae"
"ALSA2","","ALSA2","Allium sativum","cultivated garlic","Liliaceae"
"ALSC","","ALSC","Allium schoenoprasum","wild chives","Liliaceae"
"ALSCS","","ALSCS","Allium schoenoprasum var. sibiricum","wild chives","Liliaceae"
"ALSCS","ALSCL","ALSCL","Allium schoenoprasum var. laurentianum","",""
"ALSCS","ALSCS3","ALSCS3","Allium schoenoprasum ssp. sibiricum","",""
"ALSCS","ALSI4","ALSI4","Allium sibiricum","",""
"ALTE","","ALTE","Allium textile","textile onion","Liliaceae"
"ALTE","ALAR6","ALAR6","Allium aridum","",""
"ALTE","ALGET3","ALGET3","Allium geyeri var. textile","",""
"ALTE","ALRE5","ALRE5","Allium reticulatum","",""
"ALTE","ALREP","ALREP","Allium reticulatum var. playanum","",""
"ALMUT2","","ALMUT2","Almutaster","alkali marsh aster","Asteraceae"
"ALPA14","","ALPA14","Almutaster pauciflorus","alkali marsh aster","Asteraceae"
"ALPA14","ASHY6","ASHY6","Aster hydrophilus","",""
"ALPA14","ASPA8","ASPA8","Aster pauciflorus","",""
"ALNUS","","ALNUS","Alnus","alder","Betulaceae"
"ALIN2","","ALIN2","Alnus incana","gray alder","Betulaceae"
"ALINT","","ALINT","Alnus incana ssp. tenuifolia","thinleaf alder","Betulaceae"
"ALINT","ALINO","ALINO","Alnus incana var. occidentalis","",""
"ALINT","ALINV","ALINV","Alnus incana var. virescens","",""
"ALINT","ALPU5","ALPU5","Alnus ×purpusii","",""
"ALINT","ALTE2","ALTE2","Alnus tenuifolia","",""
"ALOPE","","ALOPE","Alopecurus","foxtail","Poaceae"
"ALAE","","ALAE","Alopecurus aequalis","shortawn foxtail","Poaceae"
"ALAEA","","ALAEA","Alopecurus aequalis var. aequalis","shortawn foxtail","Poaceae"
"ALAEA","ALAEN","ALAEN","Alopecurus aequalis var. natans","",""
"ALAEA","ALAR5","ALAR5","Alopecurus aristulatus","",""
"ALAEA","ALGEA","ALGEA","Alopecurus geniculatus var. aristulatus","",""
"ALAR","","ALAR","Alopecurus arundinaceus","creeping meadow foxtail","Poaceae"
"ALAR","ALVE","ALVE","Alopecurus ventricosus","",""
"ALCA4","","ALCA4","Alopecurus carolinianus","Carolina foxtail","Poaceae"
"ALCA4","ALMA15","ALMA15","Alopecurus macounii","",""
"ALCA4","ALRA4","ALRA4","Alopecurus ramosus","",""
"ALGE2","","ALGE2","Alopecurus geniculatus","water foxtail","Poaceae"
"ALGEG4","","ALGEG4","Alopecurus geniculatus var. geniculatus","water foxtail","Poaceae"
"ALGEG4","ALPA9","ALPA9","Alopecurus pallescens","",""
"ALMA8","","ALMA8","Alopecurus magellanicus","Alpine Meadow-Foxtail","Poaceae"
"ALMA8","ALAL2","ALAL2","Alopecurus alpinus","",""
"ALMA8","ALALB","ALALB","Alopecurus alpinus var. borealis","",""
"ALMA8","ALALG","ALALG","Alopecurus alpinus ssp. glaucus","",""
"ALMA8","ALALG2","ALALG2","Alopecurus alpinus var. glaucus","",""
"ALMA8","ALALO","ALALO","Alopecurus alpinus var. occidentalis","",""
"ALMA8","ALALS","ALALS","Alopecurus alpinus ssp. stejnegeri","",""
"ALMA8","ALALS2","ALALS2","Alopecurus alpinus var. stejnegeri","",""
"ALMA8","ALBO6","ALBO6","Alopecurus borealis","",""
"ALMA8","ALGL8","ALGL8","Alopecurus glaucus","",""
"ALMA8","ALOC7","ALOC7","Alopecurus occidentalis","",""
"ALPR3","","ALPR3","Alopecurus pratensis","meadow foxtail","Poaceae"
"ALYSS","","ALYSS","Alyssum","madwort","Brassicaceae"
"ALAL3","","ALAL3","Alyssum alyssoides","pale madwort","Brassicaceae"
"ALAL3","ALCA11","ALCA11","Alyssum calycinum","",""
"ALAL3","CLAL10","CLAL10","Clypeola alyssoides","",""
"ALDE","","ALDE","Alyssum desertorum","desert madwort","Brassicaceae"
"ALDED","","ALDED","Alyssum desertorum var. desertorum","desert madwort","Brassicaceae"
"ALDED","ALTU2","ALTU2","Alyssum turkestanicum","",""
"ALMU","","ALMU","Alyssum murale","yellowtuft","Brassicaceae"
"ALSI8","","ALSI8","Alyssum simplex","alyssum","Brassicaceae"
"ALSI8","ALMI2","ALMI2","Alyssum minus","",""
"ALSI8","ALMIM","ALMIM","Alyssum minus var. micranthum","",""
"ALSI8","ALPA7","ALPA7","Alyssum parviflorum","",""
"ALSI8","ALPAM","ALPAM","Alyssum parviflorum var. micranthum","",""
"ALSI8","CLMI5","CLMI5","Clypeola minus","",""
"AMARA","","AMARA","Amaranthus","pigweed","Amaranthaceae"
"AMAL","","AMAL","Amaranthus albus","prostrate pigweed","Amaranthaceae"
"AMAL","AMALP3","AMALP3","Amaranthus albus var. pubescens","",""
"AMAL","AMGRP","AMGRP","Amaranthus graecizans var. pubescens","",""
"AMAL","AMPU","AMPU","Amaranthus pubescens","",""
"AMAR","","AMAR","Amaranthus arenicola","sandhill amaranth","Amaranthaceae"
"AMBL","","AMBL","Amaranthus blitoides","mat amaranth","Amaranthaceae"
"AMBL","AMGR","AMGR","Amaranthus graecizans","",""
"AMHY","","AMHY","Amaranthus hybridus","slim amaranth","Amaranthaceae"
"AMHY","AMCH7","AMCH7","Amaranthus chlorostachys","",""
"AMHY","AMIN6","AMIN6","Amaranthus incurvatus","",""
"AMHY","AMPA11","AMPA11","Amaranthus patulus","",""
"AMPA","","AMPA","Amaranthus palmeri","carelessweed","Amaranthaceae"
"AMPO2","","AMPO2","Amaranthus powellii","Powell's amaranth","Amaranthaceae"
"AMPOP","","AMPOP","Amaranthus powellii ssp. powellii","Powell's amaranth","Amaranthaceae"
"AMPOP","AMBR4","AMBR4","Amaranthus bracteosus","",""
"AMPOP","AMREP","AMREP","Amaranthus retroflexus var. powellii","",""
"AMPOP","AMVI4","AMVI4","Amaranthus viscidulus","",""
"AMRE","","AMRE","Amaranthus retroflexus","redroot amaranth","Amaranthaceae"
"AMRE","AMRES","AMRES","Amaranthus retroflexus var. salicifolius","",""
"AMTU","","AMTU","Amaranthus tuberculatus","roughfruit amaranth","Amaranthaceae"
"AMTU","ACAL5","ACAL5","Acnida altissima","",""
"AMTU","ACALP","ACALP","Acnida altissima var. prostrata","",""
"AMTU","ACALS","ACALS","Acnida altissima var. subnuda","",""
"AMTU","ACCO8","ACCO8","Acnida concatenata","",""
"AMTU","ACSU","ACSU","Acnida subnuda","",""
"AMTU","ACTA","ACTA","Acnida tamariscina","",""
"AMTU","ACTAP","ACTAP","Acnida tamariscina var. prostrata","",""
"AMTU","ACTU","ACTU","Acnida tuberculata","",""
"AMTU","AMAL5","AMAL5","Amaranthus altissimus","",""
"AMTU","AMAM7","AMAM7","Amaranthus ambigens","",""
"AMTU","AMRU","AMRU","Amaranthus rudis","",""
"AMTU","AMTA3","AMTA3","Amaranthus tamariscinus","",""
"AMTU","AMTUP","AMTUP","Amaranthus tuberculatus var. prostratus","",""
"AMTU","AMTUS","AMTUS","Amaranthus tuberculatus var. subnudus","",""
"AMWR","","AMWR","Amaranthus wrightii","Wright's amaranth","Amaranthaceae"
"AMBRO","","AMBRO","Ambrosia","ragweed","Asteraceae"
"AMAC2","","AMAC2","Ambrosia acanthicarpa","flatspine bur ragweed","Asteraceae"
"AMAC2","FRAC2","FRAC2","Franseria acanthicarpa","",""
"AMAC2","GAAC2","GAAC2","Gaertneria acanthicarpa","",""
"AMAR2","","AMAR2","Ambrosia artemisiifolia","annual ragweed","Asteraceae"
"AMARE","","AMARE","Ambrosia artemisiifolia var. elatior","annual ragweed","Asteraceae"
"AMARE","AMEL2","AMEL2","Ambrosia elatior","",""
"AMCO3","","AMCO3","Ambrosia confertiflora","weakleaf bur ragweed","Asteraceae"
"AMCO3","FRCO3","FRCO3","Franseria confertiflora","",""
"AMCO3","FRST3","FRST3","Franseria strigulosa","",""
"AMCO3","GATE6","GATE6","Gaertneria tenuifolia","",""
"AMGR5","","AMGR5","Ambrosia grayi","woollyleaf bur ragweed","Asteraceae"
"AMGR5","FRTO2","FRTO2","Franseria tomentosa","",""
"AMGR5","GAGR7","GAGR7","Gaertneria grayi","",""
"AMGR5","GATO2","GATO2","Gaertnera tomentosa","",""
"AMLI3","","AMLI3","Ambrosia linearis","streaked bur ragweed","Asteraceae"
"AMLI3","FRLI4","FRLI4","Franseria linearis","",""
"AMPS","","AMPS","Ambrosia psilostachya","Cuman ragweed","Asteraceae"
"AMPS","AMCA10","AMCA10","Ambrosia californica","",""
"AMPS","AMCO5","AMCO5","Ambrosia coronopifolia","",""
"AMPS","AMCU2","AMCU2","Ambrosia cumanensis","",""
"AMPS","AMPSC","AMPSC","Ambrosia psilostachya var. californica","",""
"AMPS","AMPSC2","AMPSC2","Ambrosia psilostachya var. coronopifolia","",""
"AMPS","AMPSL","AMPSL","Ambrosia psilostachya var. lindheimeriana","",""
"AMPS","AMRU2","AMRU2","Ambrosia rugelii","",""
"AMTO3","","AMTO3","Ambrosia tomentosa","skeletonleaf bur ragweed","Asteraceae"
"AMTO3","FRDI3","FRDI3","Franseria discolor","",""
"AMTO3","FRTO3","FRTO3","Franseria tomentosa","",""
"AMTO3","GADI3","GADI3","Gaertneria discolor","",""
"AMTO3","GATO3","GATO3","Gaertneria tomentosa","",""
"AMTR","","AMTR","Ambrosia trifida","great ragweed","Asteraceae"
"AMTRT2","","AMTRT2","Ambrosia trifida var. trifida","great ragweed","Asteraceae"
"AMTRT2","AMTRI","AMTRI","Ambrosia trifida var. integrifolia","",""
"AMELA","","AMELA","Amelanchier","serviceberry","Rosaceae"
"AMAL2","","AMAL2","Amelanchier alnifolia","Saskatoon serviceberry","Rosaceae"
"AMALA","","AMALA","Amelanchier alnifolia var. alnifolia","Saskatoon serviceberry","Rosaceae"
"AMPU5","","AMPU5","Amelanchier pumila","dwarf serviceberry","Rosaceae"
"AMPU5","AMALP2","AMALP2","Amelanchier alnifolia var. pumila","",""
"AMPU5","AMBA4","AMBA4","Amelanchier basalticola","",""
"AMPU5","AMCU3","AMCU3","Amelanchier cuneata","",""
"AMPU5","AMGL4","AMGL4","Amelanchier glabra","",""
"AMPU5","AMPO5","AMPO5","Amelanchier polycarpa","",""
"AMUT","","AMUT","Amelanchier utahensis","Utah serviceberry","Rosaceae"
"AMUTU","","AMUTU","Amelanchier utahensis var. utahensis","Utah serviceberry","Rosaceae"
"AMUTU","AMALO","AMALO","Amelanchier alnifolia var. oreophila","",""
"AMUTU","AMALU","AMALU","Amelanchier alnifolia var. utahensis","",""
"AMUTU","AMAU3","AMAU3","Amelanchier australis","",""
"AMUTU","AMBA5","AMBA5","Amelanchier bakeri","",""
"AMUTU","AMGO2","AMGO2","Amelanchier goldmanii","",""
"AMUTU","AMMO3","AMMO3","Amelanchier mormonica","",""
"AMUTU","AMOR2","AMOR2","Amelanchier oreophila","",""
"AMMAN","","AMMAN","Ammannia","redstem","Lythraceae"
"AMRO3","","AMRO3","Ammannia robusta","grand redstem","Lythraceae"
"AMRO3","AMCOR","AMCOR","Ammannia coccinea ssp. robusta","",""
"AMRO3","LUSC3","LUSC3","Ludwigia scabriuscula","",""
"AMORP","","AMORP","Amorpha","false indigo","Fabaceae"
"AMCA6","","AMCA6","Amorpha canescens","leadplant","Fabaceae"
"AMCA6","AMBR6","AMBR6","Amorpha brachycarpa","",""
"AMFR","","AMFR","Amorpha fruticosa","false indigo bush","Fabaceae"
"AMFR","AMAN2","AMAN2","Amorpha angustifolia","",""
"AMFR","AMBU2","AMBU2","Amorpha bushii","",""
"AMFR","AMCR3","AMCR3","Amorpha croceolanata","",""
"AMFR","AMCU4","AMCU4","Amorpha curtissii","",""
"AMFR","AMDE3","AMDE3","Amorpha dewinkeleri","",""
"AMFR","AMFRA","AMFRA","Amorpha fruticosa var. angustifolia","",""
"AMFR","AMFRC","AMFRC","Amorpha fruticosa var. croceolanata","",""
"AMFR","AMFRE","AMFRE","Amorpha fruticosa var. emarginata","",""
"AMFR","AMFRO","AMFRO","Amorpha fruticosa var. occidentalis","",""
"AMFR","AMFRO2","AMFRO2","Amorpha fruticosa var. oblongifolia","",""
"AMFR","AMFRT","AMFRT","Amorpha fruticosa var. tennesseensis","",""
"AMFR","AMOC","AMOC","Amorpha occidentalis","",""
"AMFR","AMOCA","AMOCA","Amorpha occidentalis var. arizonica","",""
"AMFR","AMOCE","AMOCE","Amorpha occidentalis var. emarginata","",""
"AMFR","AMTE7","AMTE7","Amorpha tennesseensis","",""
"AMFR","AMVI3","AMVI3","Amorpha virgata","",""
"AMNA","","AMNA","Amorpha nana","dwarf false indigo","Fabaceae"
"AMSIN","","AMSIN","Amsinckia","fiddleneck","Boraginaceae"
"AMLY","","AMLY","Amsinckia lycopsoides","tarweed fiddleneck","Boraginaceae"
"AMLY","AMBA6","AMBA6","Amsinckia barbata","",""
"AMLY","BELY2","BELY2","Benthamia lycopsoides","",""
"AMME","","AMME","Amsinckia menziesii","Menzies' fiddleneck","Boraginaceae"
"AMMEM2","","AMMEM2","Amsinckia menziesii var. menziesii","Menzies' fiddleneck","Boraginaceae"
"AMMEM2","AMHI","AMHI","Amsinckia hispida","",""
"AMMEM2","AMID","AMID","Amsinckia idahoensis","",""
"AMMEM2","AMMI3","AMMI3","Amsinckia micrantha","",""
"AMMEM2","AMPA9","AMPA9","Amsinckia parviflora","",""
"AMMEM2","AMRE2","AMRE2","Amsinckia retrorsa","",""
"AMMEM2","AMRU3","AMRU3","Amsinckia rugosa","",""
"AMMEM2","ECME4","ECME4","Echium menziesii","",""
"AMSON","","AMSON","Amsonia","bluestar","Apocynaceae"
"AMJO","","AMJO","Amsonia jonesii","Jones' bluestar","Apocynaceae"
"ANAGA","","ANAGA","Anagallis","pimpernel","Primulaceae"
"ANAR","","ANAR","Anagallis arvensis","scarlet pimpernel","Primulaceae"
"ANAR","LYAR6","LYAR6","Lysimachia arvensis","",""
"ANARF","","ANARF","Anagallis arvensis ssp. foemina","poorman's weatherglass","Primulaceae"
"ANARF","ANARC","ANARC","Anagallis arvensis var. caerulea","",""
"ANARF","ANCA18","ANCA18","Anagallis caerulea","",""
"ANARF","ANFO2","ANFO2","Anagallis foemina","",""
"ANMI4","","ANMI4","Anagallis minima","chaffweed","Primulaceae"
"ANMI4","CEMI","CEMI","Centunculus minimus","",""
"ANMI4","LYMI5","LYMI5","Lysimachia minima","",""
"ANAPH","","ANAPH","Anaphalis","pearly everlasting","Asteraceae"
"ANMA","","ANMA","Anaphalis margaritacea","western pearly everlasting","Asteraceae"
"ANMA","ANMAA","ANMAA","Anaphalis margaritacea var. angustior","",""
"ANMA","ANMAI","ANMAI","Anaphalis margaritacea var. intercedens","",""
"ANMA","ANMAO","ANMAO","Anaphalis margaritacea var. occidentalis","",""
"ANMA","ANMAR","ANMAR","Anaphalis margaritacea var. revoluta","",""
"ANMA","ANMAS","ANMAS","Anaphalis margaritacea var. subalpina","",""
"ANMA","ANOC8","ANOC8","Anaphalis occidentalis","",""
"ANMA","GNMA2","GNMA2","Gnaphalium margaritaceum","",""
"ANCHU","","ANCHU","Anchusa","bugloss","Boraginaceae"
"ANAZ","","ANAZ","Anchusa azurea","Italian bugloss","Boraginaceae"
"ANAZ","ANIT","ANIT","Anchusa italica","",""
"ANOF","","ANOF","Anchusa officinalis","common bugloss","Boraginaceae"
"ANOF","ANPR2","ANPR2","Anchusa procera","",""
"ANDRO2","","ANDRO2","Andropogon","bluestem","Poaceae"
"ANGE","","ANGE","Andropogon gerardii","big bluestem","Poaceae"
"ANGE","ANCH8","ANCH8","Andropogon chrysocomus","",""
"ANGE","ANFU5","ANFU5","Andropogon furcatus","",""
"ANGE","ANGEC","ANGEC","Andropogon gerardii var. chrysocomus","",""
"ANGE","ANPR3","ANPR3","Andropogon provincialis","",""
"ANHA","","ANHA","Andropogon hallii","sand bluestem","Poaceae"
"ANHA","ANGEI","ANGEI","Andropogon gerardii var. incanescens","",""
"ANHA","ANGEP","ANGEP","Andropogon gerardii var. paucipilus","",""
"ANHA","ANHAI","ANHAI","Andropogon hallii var. incanescens","",""
"ANHA","ANPA8","ANPA8","Andropogon paucipilus","",""
"ANDRO3","","ANDRO3","Androsace","rockjasmine","Primulaceae"
"ANCH","","ANCH","Androsace chamaejasme","sweetflower rockjasmine","Primulaceae"
"ANCHC","","ANCHC","Androsace chamaejasme ssp. carinata","sweetflower rockjasmine","Primulaceae"
"ANCHC","ANCA19","ANCA19","Androsace carinata","",""
"ANCHC","ANCHC3","ANCHC3","Androsace chamaejasme var. carinata","",""
"ANCHL","","ANCHL","Androsace chamaejasme ssp. lehmanniana","Lehmann's rockjasmine","Primulaceae"
"ANCHL","ANCHA2","ANCHA2","Androsace chamaejasme var. arctica","",""
"ANCHL","ANLE2","ANLE2","Androsace lehmanniana","",""
"ANFI","","ANFI","Androsace filiformis","filiform rockjasmine","Primulaceae"
"ANOC2","","ANOC2","Androsace occidentalis","western rockjasmine","Primulaceae"
"ANOC2","ANAR15","ANAR15","Androsace arizonica","",""
"ANOC2","ANOCA","ANOCA","Androsace occidentalis var. arizonica","",""
"ANOC2","ANOCS","ANOCS","Androsace occidentalis var. simplex","",""
"ANSE4","","ANSE4","Androsace septentrionalis","pygmyflower rockjasmine","Primulaceae"
"ANSEG2","","ANSEG2","Androsace septentrionalis ssp. glandulosa","pygmyflower rockjasmine","Primulaceae"
"ANSEG2","ANGL8","ANGL8","Androsace glandulosa","",""
"ANSEG2","ANSEG","ANSEG","Androsace septentrionalis var. glandulosa","",""
"ANSEP2","","ANSEP2","Androsace septentrionalis ssp. puberulenta","pygmyflower rockjasmine","Primulaceae"
"ANSEP2","ANPU7","ANPU7","Androsace puberulenta","",""
"ANSEP2","ANSEP","ANSEP","Androsace septentrionalis var. puberulenta","",""
"ANSES4","","ANSES4","Androsace septentrionalis ssp. subulifera","pygmyflower rockjasmine","Primulaceae"
"ANSES4","ANDI4","ANDI4","Androsace diffusa","",""
"ANSES4","ANSED","ANSED","Androsace septentrionalis var. diffusa","",""
"ANSES4","ANSES","ANSES","Androsace septentrionalis var. subulifera","",""
"ANSES5","","ANSES5","Androsace septentrionalis ssp. subumbellata","pygmyflower rockjasmine","Primulaceae"
"ANSES5","ANSES2","ANSES2","Androsace septentrionalis var. subumbellata","",""
"ANDRO4","","ANDRO4","Androstephium","funnel lily","Liliaceae"
"ANBR4","","ANBR4","Androstephium breviflorum","pink funnel lily","Liliaceae"
"ANEMO","","ANEMO","Anemone","anemone","Ranunculaceae"
"ANCA8","","ANCA8","Anemone canadensis","Canadian anemone","Ranunculaceae"
"ANCA8","ANCA44","ANCA44","Anemonidium canadense","",""
"ANCY","","ANCY","Anemone cylindrica","candle anemone","Ranunculaceae"
"ANMU","","ANMU","Anemone multifida","Pacific anemone","Ranunculaceae"
"ANMUM3","","ANMUM3","Anemone multifida var. multifida","Pacific anemone","Ranunculaceae"
"ANMUM3","ANGL6","ANGL6","Anemone globosa","",""
"ANMUM3","ANHU3","ANHU3","Anemone hudsoniana","",""
"ANMUM3","ANMUG","ANMUG","Anemone multifida var. globosa","",""
"ANMUM3","ANMUG2","ANMUG2","Anemone multifida ssp. globosa","",""
"ANMUM3","ANMUH2","ANMUH2","Anemone multifida var. hudsoniana","",""
"ANMUM3","ANMUN","ANMUN","Anemone multifida var. nowosadii","",""
"ANMUM3","ANMUS3","ANMUS3","Anemone multifida var. sansonii","",""
"ANMUS","","ANMUS","Anemone multifida var. saxicola","red windflower","Ranunculaceae"
"ANMUS","ANMUH","ANMUH","Anemone multifida var. hirsuta","",""
"ANMUS","ANMUS2","ANMUS2","Anemone multifida ssp. saxicola","",""
"ANNA","","ANNA","Anemone narcissiflora","narcissus anemone","Ranunculaceae"
"ANNAZ2","","ANNAZ2","Anemone narcissiflora var. zephyra","narcissus anemone","Ranunculaceae"
"ANNAZ2","ANNAZ3","ANNAZ3","Anemonastrum narcissiflorum ssp. zephyrum","",""
"ANNAZ2","ANNAZ4","ANNAZ4","Anemone narcissiflora ssp. zephyra","",""
"ANNAZ2","ANZE2","ANZE2","Anemone zephyra","",""
"ANPA","","ANPA","Anemone parviflora","smallflowered anemone","Ranunculaceae"
"ANPAP2","","ANPAP2","Anemone parviflora var. parviflora","smallflowered anemone","Ranunculaceae"
"ANVI3","","ANVI3","Anemone virginiana","tall thimbleweed","Ranunculaceae"
"ANVIV2","","ANVIV2","Anemone virginiana var. virginiana","tall thimbleweed","Ranunculaceae"
"ANEMO3","","ANEMO3","Anemopsis","yerba mansa","Saururaceae"
"ANCA10","","ANCA10","Anemopsis californica","yerba mansa","Saururaceae"
"ANCA10","ANCAS","ANCAS","Anemopsis californica var. subglabra","",""
"ANETH","","ANETH","Anethum","dill","Apiaceae"
"ANGR2","","ANGR2","Anethum graveolens","dill","Apiaceae"
"ANGEL","","ANGEL","Angelica","angelica","Apiaceae"
"ANAM","","ANAM","Angelica ampla","giant angelica","Apiaceae"
"ANGR3","","ANGR3","Angelica grayi","Gray's angelica","Apiaceae"
"ANPI2","","ANPI2","Angelica pinnata","small-leaf angelica","Apiaceae"
"ANRO","","ANRO","Angelica roseana","rose angelica","Apiaceae"
"ANODA","","ANODA","Anoda","anoda","Malvaceae"
"ANCR2","","ANCR2","Anoda cristata","crested anoda","Malvaceae"
"ANCR2","ANAC3","ANAC3","Anoda acerifolia","",""
